Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc,Section,ToquesCentroÁrea,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,Juego dentro del área,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,GrndDlWn,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,TakeOn,PsRec,KeyPass,Int,Duels,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,Goal
26.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),18ojlro5jtdeu8nv72repur6c,2025-11-23 20:00:00,4yg9ttzw0m51048doksv8uq5r,True,False,False,False,True,ELC,ELC,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186.0,D 2-2,Eder Sarabia,35.0,211.0,31.0%,41.4%,10.0,21.0,7.0,50.0,68,43.2%,56.4%,51.5%,27,11.0,58.0,6.0,58,11.0,72,0.0,48.2%,8.0,8.0,1.0,122.0,179.0,99.0,93.0,63.0,278,12.0,2.0,0.0,0.0,32.7%,155,1.44,56.9%,29.0,23.0,0.0,3.0,349.0,33.3,20.0,-,26.9%,15.4%,19.2%,43.7%,22.5,32.7%,15.0,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),15au35re7u5b9ru4hoko7f3f8,2025-11-07 20:00:00,4yg9ttzw0m51048doksv8uq5r,True,False,False,False,True,ELC,ELC,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188.0,D 1-1,Eder Sarabia,26.0,225.0,30.8%,38.5%,22.0,22.0,3.0,65.0,61,66.7%,58.3%,45.9%,42,27.0,81.0,7.0,81,10.0,106,1.0,55.7%,6.0,3.0,0.0,73.0,130.0,116.0,111.0,62.0,246,8.0,1.0,0.0,0.0,32.5%,188,0.93,55.4%,31.0,20.0,5.0,2.0,370.0,34.1,23.0,-,6.7%,23.3%,10.0%,60.0%,25.5,32.5%,12.0,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),113wccwt50kebz0thqf0fxkpg,2025-11-02 16:30:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178.0,L 1-3,Eder Sarabia,34.0,155.0,34.3%,37.1%,17.0,28.0,7.0,52.0,50,52.2%,49.5%,56.5%,65,21.0,98.0,17.0,98,8.0,40,1.0,49.6%,3.0,7.0,0.0,67.0,130.0,145.0,123.0,85.0,275,7.0,0.0,1.0,0.0,34.9%,152,0.66,46.6%,23.0,17.0,2.0,1.0,276.0,32.8,26.0,-,4.2%,12.5%,4.2%,5.2%,22.5,34.9%,9.0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),zkqu9lm76sa6ypjcluvnr578,2025-10-25 14:15:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,c8llrezkm3b3op4afrou6b487,ESP,ESP,177.0,L 0-1,Eder Sarabia,20.0,181.0,30.8%,50.0%,17.0,23.0,2.0,61.0,82,67.3%,68.3%,56.5%,29,19.0,66.0,7.0,66,9.0,74,0.0,56.8%,9.0,4.0,0.0,63.0,114.0,98.0,98.0,51.0,212,8.0,0.0,0.0,0.0,28.8%,172,1.02,55.6%,33.0,18.0,2.0,2.0,408.0,34.6,22.0,-,15.4%,15.4%,34.6%,18.8%,32.5,28.8%,13.0,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),vgz6kc0y9dz9ecnnqulzb578,2025-10-19 12:00:00,4yg9ttzw0m51048doksv8uq5r,True,False,False,False,True,ELC,ELC,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174.0,D 0-0,Eder Sarabia,14.0,177.0,43.3%,50.0%,22.0,22.0,3.0,47.0,76,65.7%,70.0%,61.1%,37,8.0,57.0,4.0,57,10.0,48,0.0,46.4%,4.0,7.0,0.0,51.0,93.0,110.0,89.0,63.0,203,9.0,0.0,0.0,0.0,33.2%,198,1.08,55.4%,29.0,16.0,5.0,2.0,405.0,34.9,18.0,-,31.6%,10.5%,21.1%,50.9%,36.4,33.2%,15.0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),pftv5ujrolgrr85ijlnj728k,2025-10-05 12:00:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,True,False,ELC,ELC,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173.0,L 1-3,Jon Lopez,47.0,143.0,32.1%,42.9%,12.0,15.0,4.0,39.0,49,48.0%,58.5%,55.5%,45,17.0,72.0,3.0,72,5.0,68,0.0,49.0%,6.0,5.0,0.0,96.0,171.0,111.0,121.0,65.0,282,10.0,1.0,0.0,0.0,33.4%,154,0.42,58.6%,30.0,17.0,3.0,1.0,303.0,35.5,17.0,-,16.7%,11.1%,0.0%,16.0%,27.2,33.4%,6.0,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),opadvx9ieaoaai2n08r4sqok,2025-09-28 14:15:00,4yg9ttzw0m51048doksv8uq5r,True,False,True,False,False,ELC,ELC,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176.0,W 2-1,Jon Lopez,11.0,212.0,39.3%,53.6%,13.0,24.0,3.0,38.0,62,66.9%,55.6%,47.8%,33,25.0,68.0,5.0,68,11.0,70,1.0,51.0%,4.0,4.0,0.0,53.0,100.0,124.0,103.0,68.0,224,4.0,2.0,0.0,0.0,28.6%,164,3.58,54.2%,20.0,23.0,3.0,4.0,414.0,33.0,21.0,-,20.7%,17.2%,17.2%,62.4%,38.5,28.6%,17.0,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),lcqefumn96v640d0yzsv7xuc,2025-09-25 17:30:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,False,True,ELC,ELC,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450.0,D 1-1,Eder Sarabia,18.0,163.0,34.5%,48.3%,21.0,28.0,2.0,41.0,82,55.9%,63.3%,58.9%,58,18.0,87.0,5.0,87,9.0,75,1.0,50.8%,5.0,10.0,0.0,65.0,145.0,117.0,140.0,57.0,262,5.0,0.0,1.0,0.0,31.6%,186,0.8,56.4%,34.0,23.0,1.0,0.0,395.0,33.9,29.0,-,11.5%,23.1%,23.1%,9.5%,25.3,31.6%,12.0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),faxb5rfdawpnwaoof1j1o3ro,2025-09-21 16:30:00,4yg9ttzw0m51048doksv8uq5r,True,False,True,False,False,ELC,ELC,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187.0,W 1-0,Eder Sarabia,18.0,202.0,40.0%,48.0%,14.0,19.0,7.0,66.0,84,60.6%,60.0%,49.6%,48,21.0,75.0,5.0,75,10.0,76,1.0,63.4%,7.0,7.0,1.0,78.0,148.0,111.0,134.0,47.0,259,6.0,1.0,0.0,0.0,33.1%,199,1.55,55.9%,25.0,25.0,1.0,2.0,501.0,34.5,17.0,-,6.9%,10.3%,27.6%,82.6%,33.6,33.1%,15.0,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),du8jha9qxukb7ki17m3y3aj8,2025-09-12 19:00:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,False,True,ELC,ELC,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179.0,D 2-2,Eder Sarabia,16.0,87.0,5.3%,10.5%,13.0,26.0,1.0,21.0,42,34.4%,59.2%,65.8%,33,10.0,45.0,4.0,45,3.0,24,0.0,51.7%,12.0,3.0,0.0,106.0,180.0,85.0,122.0,37.0,265,3.0,1.0,0.0,1.0,36.7%,133,0.96,62.8%,42.0,13.0,1.0,3.0,221.0,39.7,15.0,-,47.1%,11.8%,0.0%,30.3%,23.4,36.7%,5.0,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),8auqwdd7rhk8k4erd29m5c0k,2025-08-29 17:30:00,4yg9ttzw0m51048doksv8uq5r,True,False,True,False,False,ELC,ELC,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855.0,W 2-0,Eder Sarabia,14.0,168.0,31.3%,50.0%,11.0,26.0,2.0,66.0,80,69.9%,62.9%,45.3%,40,24.0,76.0,9.0,76,13.0,50,0.0,48.9%,1.0,1.0,0.0,43.0,92.0,74.0,73.0,50.0,166,8.0,1.0,1.0,0.0,26.2%,149,1.12,58.5%,20.0,28.0,5.0,4.0,319.0,36.6,11.0,-,36.0%,8.0%,8.0%,80.4%,41.9,26.2%,16.0,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),49e80e647ljijc5bz8tqc2l0,2025-08-23 17:30:00,4yg9ttzw0m51048doksv8uq5r,False,True,False,False,True,ELC,ELC,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175.0,D 1-1,Eder Sarabia,38.0,79.0,25.9%,25.9%,18.0,25.0,1.0,25.0,50,31.9%,51.1%,64.7%,47,11.0,64.0,7.0,64,5.0,24,0.0,52.8%,5.0,5.0,0.0,130.0,184.0,112.0,112.0,54.0,296,10.0,1.0,0.0,0.0,33.7%,139,0.57,58.7%,32.0,15.0,1.0,0.0,294.0,32.2,26.0,-,15.4%,7.7%,23.1%,19.1%,18.6,33.7%,6.0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2t5f41usmgztitxkybrycidw,2025-08-18 19:00:00,4yg9ttzw0m51048doksv8uq5r,True,False,False,False,True,ELC,ELC,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185.0,D 1-1,Eder Sarabia,15.0,197.0,37.5%,43.8%,25.0,19.0,4.0,70.0,77,71.3%,64.0%,46.8%,40,29.0,88.0,9.0,88,4.0,102,0.0,51.7%,9.0,6.0,0.0,60.0,103.0,134.0,96.0,81.0,237,5.0,1.0,0.0,0.0,32.4%,221,0.64,52.0%,18.0,29.0,4.0,3.0,486.0,34.8,13.0,-,11.8%,8.8%,8.8%,24.9%,36.8,32.4%,6.0,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2026-08-17_DEP-ELC,2026-08-17 00:00:00,,False,True,,,,ELC,,,,DEP,,D 1-1,,,,54.2%,58.3%,,,,,65,,,,42,,,,62,,52,,,,,,,,,,,291,,,,,25.4%,163,1.26,,,,,,,,,,,,,,,25.4%,,15,2,Total,9.0,3.64,50.8%,4.0,63.0,62.0,24.0,82.0,20.0,0.0,7.0,36.0,47.0,9.0,38.0,0.115,11.0,22.0,12.0,2.0,25.9%,30.7%,15.0,567.0,9.0,6.0,86.0,17.0,15.0,0.0,16.0,0.0,16.0,11.0,11.0,0.0,-,823.0,641.0,88.5%,84.1%,10.0,1.0,0.75,8.0,11.0,6.0,54.5%,60.0%,53.5%,47.1%,42.0,1.0
,,,,,,,2026-08-23_ELC-BAR,2026-08-23 00:00:00,,True,False,,,,ELC,,,,BAR,,L 0-5,,,,27.3%,27.3%,,,,,56,,,,59,,,,79,,33,,,,,,,,,,,338,,,,,31.2%,136,0.7,,,,,,,,,,,,,,,31.2%,,13,3,Total,5.0,3.55,56.1%,4.0,81.0,69.0,17.0,81.0,20.0,0.0,2.0,45.0,50.0,3.0,27.0,0.101,12.0,5.0,25.0,3.0,22.9%,24.8%,21.0,346.0,7.0,12.0,91.0,21.0,21.0,0.0,0.0,16.0,0.0,0.0,55.0,-55.0,-,615.0,436.0,80.0%,67.9%,7.0,0.0,0.65,7.0,7.0,2.0,28.6%,47.1%,39.6%,42.9%,41.0,0.0
,,,,,,,2026-08-28_RAC-ELC,2026-08-28 00:00:00,,False,True,,,,ELC,,,,RAC,,L 2-3,,,,25.6%,38.5%,,,,,96,,,,26,,,,61,,57,,,,,,,,,,,342,,,,,28.7%,160,1.03,,,,,,,,,,,,,,,28.7%,,28,1,Total,12.0,3.36,57.1%,8.0,89.0,51.0,18.0,127.0,35.0,0.0,0.0,0.0,42.0,9.0,39.0,0.057,5.0,13.0,27.0,1.0,25.1%,29.4%,24.0,483.0,8.0,7.0,105.0,27.0,24.0,0.0,0.0,16.0,0.0,22.0,33.0,-11.0,-,771.0,557.0,86.7%,78.7%,10.0,2.0,1.41,12.0,18.0,7.0,38.9%,50.0%,51.4%,55.6%,40.0,2.0
