Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc,Section,ToquesCentroÁrea,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,Juego dentro del área,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,GrndDlWn,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,TakeOn,PsRec,KeyPass,Int,Duels,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
25.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1dxl0z31i0438ti5nrd22dl3o,2025-11-29 17:30:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,True,False,LEV,LEV,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174.0,L 0-2,Julián Calero,29.0,103.0,25.7%,28.6%,19.0,24.0,2.0,25.0,42,46.0%,62.2%,65.6%,32,15.0,46.0,4.0,46,7.0,31,0.0,50.3%,8.0,6.0,0.0,78.0,132.0,126.0,116.0,64.0,258,9.0,0.0,0.0,0.0,38.3%,158,1.3,57.5%,31.0,9.0,3.0,6.0,281.0,32.1,18.0,-,13.0%,13.0%,30.4%,8.5%,20.5,38.3%,11.0,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1ayj7qyruvkyprfzr6plov4t0,2025-11-21 20:00:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,True,False,LEV,LEV,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191.0,L 0-1,Julián Calero,31.0,102.0,30.8%,38.5%,12.0,22.0,4.0,35.0,49,36.0%,44.9%,58.7%,27,14.0,40.0,1.0,40,5.0,29,0.0,55.5%,7.0,4.0,0.0,101.0,185.0,136.0,138.0,82.0,321,7.0,0.0,0.0,0.0,36.0%,134,0.71,58.3%,27.0,12.0,2.0,1.0,296.0,38.0,16.0,-,20.0%,6.7%,20.0%,12.9%,26.6,36.0%,7.0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),14xa2ysiarbslbwcla4hhzqj8,2025-11-08 17:30:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,True,False,LEV,LEV,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175.0,L 1-3,Julián Calero,60.0,96.0,34.5%,34.5%,9.0,14.0,4.0,25.0,18,23.7%,28.1%,60.4%,14,8.0,29.0,0.0,29,4.0,24,1.0,49.7%,4.0,7.0,0.0,156.0,204.0,142.0,119.0,71.0,346,13.0,1.0,0.0,0.0,43.9%,93,1.06,53.6%,31.0,8.0,1.0,2.0,142.0,34.8,20.0,-,20.0%,6.7%,26.7%,8.3%,15.0,43.9%,6.0,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),12zi2fz6nuyhye00alaymbms4,2025-11-02 12:00:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,True,False,LEV,LEV,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176.0,L 1-2,Julián Calero,43.0,82.0,26.1%,34.8%,10.0,24.0,3.0,28.0,49,26.5%,46.2%,63.0%,43,14.0,59.0,11.0,59,3.0,26,0.0,51.1%,7.0,7.0,0.0,120.0,191.0,123.0,143.0,51.0,314,12.0,1.0,0.0,0.0,39.0%,128,1.14,54.8%,25.0,13.0,1.0,3.0,229.0,31.3,10.0,-,18.8%,12.5%,25.0%,16.0%,26.0,39.0%,9.0,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),zzqopgn9iz38xxwmgsl6ccus,2025-10-26 13:00:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,False,True,LEV,LEV,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181.0,D 1-1,Julián Calero,28.0,136.0,31.0%,35.7%,26.0,28.0,8.0,40.0,36,33.9%,40.5%,58.2%,26,12.0,42.0,4.0,42,8.0,33,0.0,56.7%,6.0,16.0,0.0,110.0,201.0,178.0,175.0,94.0,379,13.0,1.0,0.0,0.0,45.3%,150,1.89,52.9%,37.0,12.0,0.0,3.0,146.0,32.5,21.0,-,29.4%,29.4%,5.9%,34.1%,14.1,45.3%,13.0,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),v3lhpsc6pb8pl9l3mu0evqj8,2025-10-19 16:30:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,True,False,LEV,LEV,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184.0,L 0-3,Julián Calero,10.0,225.0,42.1%,44.7%,26.0,14.0,7.0,51.0,43,67.8%,42.9%,40.8%,29,18.0,49.0,7.0,49,10.0,59,0.0,52.9%,2.0,8.0,0.0,45.0,82.0,183.0,87.0,133.0,265,5.0,0.0,0.0,0.0,34.8%,146,0.91,63.6%,21.0,15.0,3.0,3.0,240.0,30.8,29.0,-,32.1%,7.1%,32.1%,7.8%,34.5,34.8%,17.0,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),sg2ifrolnrbubiys9n9n8844,2025-10-04 12:00:00,4grc9qgcvusllap8h5j6gc5h5,False,True,True,False,False,LEV,LEV,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187.0,W 2-0,Julián Calero,23.0,138.0,28.0%,44.0%,17.0,11.0,2.0,30.0,57,41.1%,43.9%,60.0%,29,12.0,45.0,6.0,45,8.0,33,0.0,52.9%,4.0,6.0,0.0,72.0,156.0,162.0,156.0,90.0,318,10.0,2.0,0.0,0.0,35.7%,132,1.94,50.0%,36.0,18.0,1.0,1.0,313.0,33.1,13.0,-,27.8%,11.1%,11.1%,58.6%,23.4,35.7%,14.0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),n7tx1yzdm3jcvtma21rf6al0,2025-09-27 12:00:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,False,True,LEV,LEV,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450.0,D 1-1,Julián Calero,15.0,104.0,47.2%,50.0%,20.0,18.0,4.0,21.0,15,44.9%,47.8%,57.8%,24,6.0,31.0,2.0,31,7.0,28,0.0,51.4%,6.0,6.0,0.0,54.0,123.0,146.0,138.0,77.0,269,11.0,1.0,0.0,0.0,47.9%,138,1.24,48.1%,44.0,5.0,1.0,3.0,143.0,33.7,11.0,-,50.0%,12.5%,6.3%,34.4%,17.5,47.9%,11.0,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),jfjnqx2yal5t4pcccve1zg9g,2025-09-23 19:30:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,True,False,LEV,LEV,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186.0,L 1-4,Julián Calero,46.0,96.0,18.2%,18.2%,16.0,22.0,1.0,39.0,39,29.1%,45.6%,62.2%,30,13.0,45.0,2.0,45,9.0,37,0.0,56.6%,3.0,12.0,0.0,120.0,230.0,143.0,186.0,67.0,373,9.0,1.0,0.0,0.0,31.7%,132,1.6,55.6%,22.0,10.0,3.0,1.0,352.0,32.7,9.0,-,5.3%,10.5%,5.3%,14.6%,18.8,31.7%,11.0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),fo7f0yq3c06q4hrw7vamnnro,2025-09-20 12:00:00,4grc9qgcvusllap8h5j6gc5h5,False,True,True,False,False,LEV,LEV,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893.0,W 4-0,Julián Calero,10.0,209.0,33.3%,45.8%,15.0,9.0,3.0,73.0,65,74.0%,56.1%,43.8%,17,14.0,49.0,9.0,49,9.0,63,0.0,41.1%,3.0,2.0,0.0,37.0,61.0,120.0,76.0,68.0,181,5.0,4.0,0.0,0.0,26.6%,153,2.88,60.6%,20.0,20.0,2.0,1.0,476.0,36.4,15.0,-,8.0%,12.0%,4.0%,70.9%,48.3,26.6%,14.0,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),dh2jy2sqqln0u67dgau8p53o,2025-09-14 14:15:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,False,True,LEV,LEV,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185.0,D 2-2,Julián Calero,51.0,102.0,28.0%,36.0%,14.0,25.0,3.0,29.0,33,25.8%,39.2%,61.7%,28,10.0,43.0,4.0,43,2.0,24,2.0,55.1%,7.0,9.0,1.0,136.0,212.0,122.0,133.0,65.0,334,12.0,1.0,0.0,1.0,47.4%,127,0.82,50.8%,30.0,9.0,1.0,2.0,179.0,31.4,21.0,-,13.3%,6.7%,26.7%,52.0%,16.2,47.4%,5.0,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),8auqwdd7rhk8k4erd29m5c0k,2025-08-29 17:30:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,True,False,LEV,LEV,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954.0,L 0-2,Julián Calero,19.0,88.0,24.2%,27.3%,20.0,10.0,2.0,37.0,42,30.1%,37.1%,52.1%,22,16.0,41.0,3.0,41,8.0,34,0.0,46.4%,7.0,8.0,0.0,78.0,172.0,116.0,151.0,59.0,288,10.0,0.0,0.0,0.0,41.2%,112,0.71,50.9%,23.0,12.0,1.0,7.0,205.0,28.5,10.0,-,10.5%,10.5%,26.3%,6.9%,19.2,41.2%,11.0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),5pp18hcr9ery2hv17q7q6eqc,2025-08-23 19:30:00,4grc9qgcvusllap8h5j6gc5h5,True,False,False,True,False,LEV,LEV,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178.0,L 2-3,Julián Calero,60.0,48.0,3.7%,3.7%,5.0,18.0,0.0,9.0,22,7.6%,40.0%,75.0%,18,7.0,24.0,8.0,24,6.0,9,0.0,51.7%,1.0,12.0,0.0,200.0,299.0,73.0,142.0,30.0,372,10.0,2.0,0.0,0.0,54.4%,87,2.14,61.8%,40.0,9.0,1.0,1.0,103.0,30.9,15.0,-,16.7%,0.0%,33.3%,26.8%,21.7,54.4%,8.0,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),15ir6pt6au1v00gtef02v4k,2025-08-16 19:30:00,4grc9qgcvusllap8h5j6gc5h5,False,True,False,True,False,LEV,LEV,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173.0,L 1-2,Julián Calero,24.0,95.0,45.5%,45.5%,13.0,10.0,2.0,27.0,26,31.7%,45.2%,61.6%,15,10.0,34.0,2.0,34,4.0,26,0.0,48.3%,5.0,5.0,0.0,99.0,160.0,128.0,123.0,66.0,288,16.0,1.0,0.0,0.0,42.6%,126,0.87,52.0%,44.0,9.0,4.0,4.0,160.0,31.0,11.0,-,29.4%,5.9%,29.4%,11.1%,16.8,42.6%,7.0,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2026-08-16_ESP-LEV,2026-08-16 00:00:00,,False,True,,,,LEV,,,,ESP,,L 0-3,,,,22.2%,40.7%,,,,,85,,,,30,,,,49,,36,,,,,,,,,,,302,,,,,29.3%,115,0.19,,,,,,,,,,,,,,,29.3%,,14,0,Total,3.0,3.09,53.2%,3.0,73.0,45.0,10.0,41.0,19.0,1.0,7.0,17.0,41.0,16.0,41.0,0.047,13.0,18.0,17.0,0.0,26.3%,26.8%,12.0,331.0,3.0,7.0,90.0,19.0,12.0,0.0,0.0,16.0,0.0,0.0,33.0,-33.0,-,579.0,392.0,84.7%,73.2%,3.0,0.0,0.24,0.0,3.0,4.0,0.0,0.0%,33.3%,55.6%,47.4%,34.0
,,,,,,,2026-08-24_OSA-LEV,2026-08-24 00:00:00,,False,True,,,,LEV,,,,OSA,,D 0-0,,,,27.3%,31.8%,,,,,60,,,,33,,,,54,,32,,,,,,,,,,,291,,,,,29.3%,120,1.29,,,,,,,,,,,,,,,29.3%,,23,2,Total,8.0,2.09,35.8%,6.0,79.0,48.0,17.0,67.0,21.0,0.0,11.0,37.0,18.0,1.0,23.0,0.117,5.0,27.0,26.0,2.0,26.1%,29.5%,6.0,337.0,7.0,8.0,85.0,37.0,6.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,-,605.0,410.0,82.4%,73.1%,7.0,0.0,1.06,0.0,7.0,11.0,1.0,9.1%,61.9%,42.4%,35.1%,23.0
,,,,,,,2026-08-29_LEV-BET,2026-08-29 00:00:00,,True,False,,,,LEV,,,,BET,,W 5-2,,,,42.9%,50.0%,,,,,43,,,,0,,,,0,,42,,,,,,,,,,,0,,,,,34.1%,129,3.13,,,,,,,,,,,,,,,34.1%,,17,5,Total,16.0,2.36,-,0.0,67.0,46.0,18.0,70.0,0.0,1.0,0.0,0.0,48.0,0.0,23.0,0.165,9.0,34.0,13.0,4.0,24.6%,23.0%,15.0,314.0,9.0,12.0,94.0,33.0,15.0,16.0,0.0,0.0,48.0,55.0,22.0,33.0,-,588.0,378.0,83.9%,72.9%,12.0,3.0,1.4,5.0,17.0,19.0,10.0,52.6%,32.0%,36.2%,33.3%,29.0
